"county","state","bidDate","projectName","projectLink","bidID","estimate","type","owner","location","scope","preBidDate","preBidTime","preBidLocation","bidTime","bidLocation","contactName","contactPhone","contactEmail"
"7/23/2025","State: TX","7/23/2025","FBCMUD No. 253 Water, Wastewater & Storm to serve Brookewater Section Eleven","https://www.civcastusa.com/project/6863f6170b1ef71eb59b2f82/summary","211-028-11 DST (J)","N/A","N/A","N/A","Fort Bend County, TX","Project scope of work shall include the installation of approximately 5,170 LF of 8"" PVC waterline; 4,396 LF of 8"" PVC gravity sanitary sewer; and 3,588 LF of 24"" - 54"" RCP and polypropylene pipe storm sewer.","211-028-11 DST (J)","N/A","N/A","N/A","N/A","211-028-11 DST (J)","N/A","N/A"
"7/17/2025","State: TX","7/17/2025","BCWCID1 38th Street Wastewater Treatment Plant Rehabilitation (Rebid)","https://www.civcastusa.com/project/68546792d48b5e7c6f00a327/summary","4666126-212519.01","N/A","N/A","N/A","Bell County, TX","The following modifications to the treatment plant are included:

Base Bid Items
Demolition of existing surface aerators and construction of coarse bubble diffuser system in the existing aerated sludge tanks. This includes the addition of four multistage centrifugal.
Convert two of the four existing traveling bridge sand filters to cloth media filters.
Replace one sluice gate and replace one weir at the existing chlorine contact basins.
Assoted pavement repair within the wastewater treatment plant site. 
Replace transformers, switchgear, motor control centers, and other equipment at the main plant electrical building.
Additive Alternate Items
Installation of turbo blowers at the existing aerated sludge tanks instead of the multistage centrifugal. 
Construction of a return activated sludge division box at the existing headworks structure to better balance RAS flow and MLSS concentrations at the aeration basins.
Demolition of the existing electrical cable and replace with new cable. 
Construction of elffuent valves on two existing secondary clarifiers to allow for weir cleaning in the clarifiers. 
Construction of effluent boxes on two existing secondary clarifiers to allow for weir cleaning in the clarifiers.
Installation of an influent flow meter (ultrasonic, transit-time type) at the existing influent pipe.","4666126-212519.01","N/A","N/A","N/A","N/A","4666126-212519.01","N/A","N/A"
"7/17/2025","State: TX","7/17/2025","Planning, Design, and Construction Phase Services for the Wastewater Treatment Plant Expansion","https://www.civcastusa.com/project/6825ecabd7b1808cd172d8e9/summary","CIPS25-005","N/A","N/A","N/A","Williamson County, TX","1. Purpose
The City of Leander, herein after “City”, seeks to enter into an agreement with a qualified Individual, Firm or Corporation, herein after “Respondent”, to provide Professional Services, herein “Services”, required for Planning, Design, and Construction phase services for the City of Leander RM 2243 Wastewater Treatment Plant (WWTP) expansion located at 10201 Ranch to Market Rd 2243, Leander, TX 78641.","CIPS25-005","N/A","N/A","N/A","N/A","CIPS25-005","N/A","N/A"
"7/17/2025","State: TX","7/17/2025","Brazos Regional Wastewater Treatment Plant - Phase I (2.0 MGD)","https://www.civcastusa.com/project/6826387da679775eee7e95a8/summary","CWW 2503/PD: 42139-00","N/A","N/A","N/A","Fort Bend County, TX","N/A","CWW 2503/PD: 42139-00","N/A","N/A","N/A","N/A","CWW 2503/PD: 42139-00","N/A","N/A"
"7/16/2025","State: TX","7/16/2025","Wastewater Treatment Plant Oxidation Ditch #1 Improvements (Re-Bid)","https://www.civcastusa.com/project/68542ce087d0914638e540cb/summary","400126, TWDB DFund No. 21800, CID No. 10","N/A","N/A","N/A","Kaufman County, TX","The base bid includes the construction of approximately 610 LF of new reinforced concrete wall on Oxidation Ditch #1 of the WWTP along with dewatering of the ditch and rehabilitation of the inner ditch walls, adjustment of existing bridge and aerators, temporary bypass system, and electrical modifications including all appurtenances, and various site improvements including but not limited to new concrete pad and stairs.

If the prospective bidders wish to make a site visit, they may contact the City to schedule a time.  The City of Mabank’s Wastewater Treatment Plant, is located at 301 South Veterans Memorial Way, Mabank, TX 75147.","400126, TWDB DFund No. 21800, CID No. 10","N/A","N/A","N/A","N/A","400126, TWDB DFund No. 21800, CID No. 10","N/A","N/A"
"7/15/2025","State: TX","7/15/2025","Lumberton MUD - Wastewater Treatment Plant Expansion Project","https://www.civcastusa.com/project/68010e35c28396b77a96a438/summary","B868-2012B","N/A","N/A","N/A","Hardin County, TX","Construction of a new 6.0 MGD ADF enhanced biological removal wastewater treatment which will consist of the construction of two (2) oxidation ditch type aeration units rated for 3.0 MGD each, an elevated influent splitter box, two (2) 130-ft rapid sludge removal clarifiers, a RAS/WAS/Scum lift station, tertiary filters, chlorine contact chamber, flow measurement, discharge outfall, aerobic digestor, sludge dewatering system, secondary electrical building, chemical building, chemical feed systems, non-potable water system, electrical and controls, and two (2) standby generators. This project will also provide for the expansion of the primary electrical building, modifications to the existing headworks structure, influent junction box, and primary electrical building. Additive alternative items such as grit removal, alum dosing for enhanced phosphorus removal, demolition, and miscellaneous improvements are also included.","B868-2012B","N/A","N/A","N/A","N/A","B868-2012B","N/A","N/A"
"7/14/2025","State: TX","7/14/2025","Crockett County WCID #1 Wastewater Treatment Plant Improvements REBID","https://www.civcastusa.com/project/684acade13981474a393526a/summary","8550","N/A","N/A","N/A","Crockett County, TX","Wastewater Treatment Plant Improvements at the existing Wastewater Treatment Plant south of the unincorporated community of Ozona, TX.","8550","N/A","N/A","N/A","N/A","8550","N/A","N/A"
"7/10/2025","State: TX","7/10/2025","Wastewater Treatment Plant - Phase 1 (Site Package) to serve Denton County MUD 11","https://www.civcastusa.com/project/684cbcc7f88c600db9fd63f4/summary","WWTP - PH 1 (SITE PACKAGE) TO SERVE DENTON CO MUD 11","N/A","N/A","N/A","Denton County, TX","INVITATION FOR BIDS

WASTEWATER TREATMENT PLANT – PHASE 1 (SITE PACKAGE)

DENTON COUNTY MUNICIPAL UTILITY DISTRICT NO. 11

 Sealed bids addressed to DENTON COUNTY MUNICIPAL UTILITY DISTRICT NO. 11 (“Owner”) will be received at the office of Kimley-Horn and Associates, Inc. (400 N. Oklahoma Drive, Suite 105, Celina, Texas 75009) for the work necessary for WASTEWATER TREATMENT PLANT – PHASE 1 SITE PACKAGE TO SERVE DENTON COUNTY MUNICIPAL UTILITY DISTRICT NO. 11 in unincorporated Denton County, Texas until July 7, 2025 at 2:00 PM at which time they will be publicly opened and read aloud in the Celina office and via Microsoft Teams.

Certified/Cashier’s check or acceptable bidder’s bonds, payment without recourse to Owner in an amount of not less than five percent (5%) of total bid submitted must accompany bid.

A MANDATORY pre-bid conference will be conducted at Kimley-Horn and Associates, Inc. (400 N. Oklahoma Drive, Suite 105, Celina, Texas 75009) and via Microsoft Teams on June 23, 2025 at 2:00 PM.

Contract documents, plans, specifications, and pre-bid and bid opening conference numbers are available on CivCast at www.civcastusa.com.

****************************************************************************************************************************************************

MANDATORY PREBID TEAMS MEETING LINK: 

CLICK TO >> Join the meeting now

Meeting ID: 247 253 887 883 0

****************************************************************************************************************************************************

BID OPENING TEAMS MEETING:

CLICK TO >> Join the meeting now

Meeting ID: 244 120 820 176 9","WWTP - PH 1 (SITE PACKAGE) TO SERVE DENTON CO MUD 11","N/A","N/A","N/A","N/A","WWTP - PH 1 (SITE PACKAGE) TO SERVE DENTON CO MUD 11","N/A","N/A"
"7/09/2025","State: TX","7/09/2025","BCMUD No. 57 Water Distribution, Wastewater, Paving and Storm Water Facilities to serve Meridiana Section 26A","https://www.civcastusa.com/project/685161b60b1ef7849b7dbfaa/summary","081-011-26-01DST (J) ROAD (L)","N/A","N/A","N/A","Brazoria County, TX","Project scope shall include the installation of approximately 1,780 LF of 8"" PVC waterline; 1,930 LF of 8"" PVC sanitaty sewer; 1,525 LF of 24""-48"" RCP storm sewer; and 6,940 SY of 6"" concrete paving.","081-011-26-01DST (J) ROAD (L)","N/A","N/A","N/A","N/A","081-011-26-01DST (J) ROAD (L)","N/A","N/A"
"7/08/2025","State: TX","7/08/2025","City of McGregor - Wastewater Electrical Improvements (RE-BID)","https://www.civcastusa.com/project/684c9bc67d8fbeceef9dd28f/summary","1-03747","N/A","N/A","N/A","McLennan County, TX","Bids are invited for several items and quantities of work as follows:
1. Replace electrical conduit and ground boxes throughout the wastewater treatment plant.
2. Replace electrical wiring to all process equipment.
3. Renovate existing chemical/electrical building.
4. Construct new chemical building.","1-03747","N/A","N/A","N/A","N/A","1-03747","N/A","N/A"
"7/08/2025","State: TX","7/08/2025","Wastewater Treatment Plant Structural and Mechanical Repairs 2025 within Harris-Fort Bend Counties Municipal Utility District No. 5","https://www.civcastusa.com/project/684cd65e1108be3443ee551f/summary","12500-501-14-STP","N/A","N/A","N/A","Fort Bend County, TX","General rehabilitation of the Wastewater Treatment Plant, including replacement of piping, removal and replacement of pumps, and recoating of all above-ground piping.","12500-501-14-STP","N/A","N/A","N/A","N/A","12500-501-14-STP","N/A","N/A"
"7/07/2025","State: TX","7/07/2025","City of Farmers Branch - Webb Chapel Road Water and Wastewater Improvements Phase 1 - Bid No. 25-24","https://www.civcastusa.com/project/68557460ca86bc267a63ed58/summary","2024147","N/A","N/A","N/A","Dallas County, TX","This project generally includes the construction of approximately 810 linear feet of 8-Inch PVC water line by open cut, 135 linear feet of 8-Inch water line encased in 16-Inch steel encasement by bore, 114 linear feet of 12-Inch PVC sanitary sewer line by open cut, 50 linear feet of 12-Inch PVC sanitary sewer line encased in 20-Inch steel encasement by bore, and 241 square yards of 10-Inch Reinforced Concrete Pavement, along with all necessary appurtenances.","2024147","N/A","N/A","N/A","N/A","2024147","N/A","N/A"
